frame.time_relative,frame.protocols,ip.version,_ws.col.protocol,ip.hdr_len,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ipv6.src,ipv6.dst,tcp.analysis,tcp.port,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,icmpv6.code,icmpv6.type,udp.length,udp.port,icmp.code,icmp.type,dns.flags,dns.flags.recdesired,dns.flags.recavail,dns.flags.authenticated,dns.qry.type,dns.qry.class,dns.resp.type,dns.resp.class,dns.resp.ttl,http.connection,http.request.method,http.request.version,http.request.uri,http.response.version,http.response.code,http.user_agent,tls.handshake,tls.handshake.type,tls.handshake.version,tls.handshake.ciphersuites,ssh.host_key.type,ssh.host_sig.type,ssh.packet_length,ssh.protocol,dhcp.hops,dhcp.type,rdp.negReq.selectedProtocol,data,encrypted
0.0,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca6a,0x02,False,True,False,57.0,17.0,0x4e0a,66.22.243.52,192.168.50.160,229.0,,,,,,,,,,,,,,,,,,,,,,209.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7130d829475c00002466bede000110909002174f05e5c683b38783a117563f94a5204edb1272c088e8e0570395018df68fe0aa7465034848228d6adfcf21b8ed72acae3b2f722961377b198e9866c0f08eec4c1ee9dc53c41f11b69c0eca66f4ab1d8147d47b46871ca4e96682d590f72200c82e91d1193f51ea5f57086a2cde076ead9aa3df2108fca319572775b896f5e217bae3f4deb3b19f7192327144344c7ed965d44364b196ab84fedc115deb97ef6703989d2d5899929b5d999f3baf0f5339c44502df,0
0.0,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6993,0x02,False,True,False,56.0,17.0,0xad93,66.22.243.9,192.168.50.160,862.0,,,,,,,,,,,,,,,,,,,,,,842.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e6f30d6dd4c9280000354abede00032294dfc1e2000ca8318d9e003b3d722c59bd592607ca05ee81041457ff8fca2dd5b0875a1b8a525a673370dd931f4608abdc82ef46975fe23f1c04c1d45a62a456063e63e068e27168e8bfe77055803073b4de7be05e07f70efe44650f90581e1e2f04efbd9d13bdc28d079985218d046022d4a3491685d9df30b2a91fbf007ab8cbd4e4b2a9d4a8dea25d79705bd9f69c0bf1cfc4d21ae548c45ac1375d1da2d95eb837766efcec1b5c0c6fecb89d83dddbf677ad4d5b27e156fae1a16bce0cb970dd7129f28b03cc91dbfbcdd31eb1619d6515dd0d8d3e9f42a68657fbb1b3e7ca3a6e73eadf689fe55ee001f6b81fa547fe0e9d0bdd914911e6c1d1cf0e702ec7b39df24d04d60fe317c0773668915c66b23c3914d8ffaa4d81a28ea5d678e9d6d70516bb2b0ff4e6378b1717fef35b9ce75af63268b244f9934d0adeefb92e0092fd526093293974163d6a6cb81420e86c7b5bde146c39d533e24e9a2374c0a8fce9c9b62e26228088b5239269882f7d470fd765535f6ea5160e9538fef7763032d10ccfc8c9000a24b5ba84761f47b3b646b73e9af7a406bca2ad3d5653c1dc97e809a2c58bff24e4e298277c3192eccd3ededb29b47c22dc4a1e4beffa901e17f8f65059db6daedd3cf0c376b8c05d021f21cf07e84caf5b7323528050cbe25872194eceb76356f573ff72bdb7110ea95cff8c69e98b8d795df2389f2693581cfb11b4b79816a8c9a4bba963bfc620f8020ed1c28768e5b173be943a95e107cb9cb5b824a0f9d6fdb9c157dc5cf9a1f2b3932164e1d13a141a71597e4ba09a1eeadaf11b0c03bf76b2f9e397f5d7a42bff4f75d3d87308faffdc2e2605b1dcae884bf247fabbaeae10216304722f0a54dd6a00465a0889b6861abb89551138f57d49db2a723c4f8f6257339648822ceefc8bfa9a699db376c72b2994dae32aa531b15a96bdcbee7a4aad45da5c406151a68a199043a01d654359233fbf048e6d04bf6533f1841f4a13b766a4bf993678ab7221dfc5fd9a329818530fec92e75ec21769178ec5202e1f4aa9998a943ca7e3153caf88a88024b4e7eaf63fa51f2137879fb8150198e6fe73548cc837f5ba69242c4fa5ec97117ef258caf1ff98b33eb3b7ee5172dd6a99ae2c1fab216c,0
0.002499,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6994,0x02,False,True,False,56.0,17.0,0xb054,66.22.243.9,192.168.50.160,156.0,,,,,,,,,,,,,,,,,,,,,,136.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b42cd4702700003549bede000110e190042ed5ad4ce0900108f942f2b4d31a8cb04d37e34712c5d464f29fe3ef995d5df4aa36212f08c8e65d8de71e342ea5544e8551b7ceed503a322568e4a721da9ecfa3e81ad89256f33b4c2ab57af9308d9c2b991f08193bdf24a2fdf3f85902025eff515d3d0680a61ff4da5ccb,0
0.00969,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6995,0x02,False,True,False,56.0,17.0,0xb051,66.22.243.9,192.168.50.160,158.0,,,,,,,,,,,,,,,,,,,,,,138.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b52cd473e700003549bede000110e090041297f6111df84d4ffc4963ef9e4f75b48d75480333e010f9882a313407a05ab73fd0232d07fced9cbde193aef97ef4eb96569f99e2f5dc1e49dccd8613362735b8d80019b0c4d454f4730227439e143994b2692ce9769c174fac0ab464e0da1a9b9ea23ad9974b4f638ba5648383,0
0.010017,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xd76c,0x00,False,False,False,128.0,17.0,0x3ace,192.168.50.160,66.22.243.9,74.0,,,,,,,,,,,,,,,,,,,,,,54.0,63851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81c90007000000015231a60442bffbba0d6ca24bf4bcb42a767b3804932bf2c580002d6966f16642f7334e63ca39,0
0.010099,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xd76d,0x00,False,False,False,128.0,17.0,0x3ad5,192.168.50.160,66.22.243.9,66.0,,,,,,,,,,,,,,,,,,,,,,46.0,63851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afcd0005000000012114e26c7e852d17365a20b796a1c95b80002d6ab9df7b0d6ead9d40196a,0
0.022762,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca6d,0x02,False,True,False,57.0,17.0,0x4e09,66.22.243.52,192.168.50.160,227.0,,,,,,,,,,,,,,,,,,,,,,207.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7131d8294b1c00002466bede000110919002bb277563dfd3922ba5a4a7615b8aeef4715cf69b8067a1323c32f005456ade0fa85b4218c453da91fdfccc8c28589f4384690592e9221ec86a972eb3bc10c7348968128bbe6194efc24156fe5970d61eca9f91923ee5070ee17cead46675d0be1bc93dc35ba8a0c80a4a8dd48ddb3df13e433d23e09adaf113937f62c6ad7c4d702b5cc6c3d1029893258322fd502931672837f585e1da51521716d158393b4d15acf79b9e7fb9a5c89caa5620d5162a066796,0
0.022762,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6996,0x02,False,True,False,56.0,17.0,0xad8d,66.22.243.9,192.168.50.160,865.0,,,,,,,,,,,,,,,,,,,,,,845.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e6f30e6dd4d51c0000354abede00032294f691e2000b9a318d9f0055a6abfb8db3c0cf1f33d331917af78ee1e9eb1c0623592439a4125d5c06a5c6e47bc65b5b411a27b519fccc187132229d2ae33f701ec377fe4fdc2a798ef167ff0ec8be241b4652529a818ea5d2071fc485821d6b815853b354c8fe8f70ba4869e7bb3269dc7b75511d1f215ff76dcbf674d31725f869d47d7d09650de36dac70f6e5e841215b0daf52f5216df7ca4ae4adc5f74365c6c7cd8097d42477e599a13bee65d6885d70b43b2ff49e54b6c608ec70c673a5033edb1667f2db067beecea3549c023ff9023a1ca4de655ecca2be6878083e630059168bcaac332804a0f414beec7358c5fa9dfa0a2c5028321cf1f85c8bfbee3b7f6269bb4695f935821ac91bae9303d670cde7e9c1796c6c014f988aeed5bd2b881909337dc78fff5f7015e7d7d9df138ea18a2abf1cf19238785738cf3ad6a76abe1ac818abe486ea51f8f9d9f88177a817eea92834629e9f8820f7234b5e79c8159b69882bbcd30ba04b4ad5bcffbb4f3d4363cb1a2a4dfd20e2bfa58154a5980a61a9b1b6d10c032d8b3408804df15fd03a8be713fdbe54cfb276bec4d064771765a2a63ff3b0abfaab7cb458efd0a1f805e156da2f1aa7bedd38f62d1669ca8a0f26cc3b4e20dea9b04b95b805c1bfe0850881cacd183f2c202c873ddea6eee3cd09260f46b0a36130dbe24a56b3b8db5b7f634496060eecfcddca41eef21002ac20f9b3b8ae62f4ce2edf7ee4d5285ac4ee22bc88ef190f52d0633ec30e0640692cb2c8ea150a56e8f7ae1fbb0c4eab9b06a4d71230365b5758a91e9cdaa3eac82c6e8771f8b6d8cdb16560b4a8c8e8343828757d12f97d0bca314ae1cb63de2697b423b89094da674674d962e3b55b8e25e3e15932151a1d5fcbd68d81547c4d680a0b197330f9c6de30b9c783e9a313a342fdb3bec8b57aa6d0becbc0305d245a6ef51f2b2c3efde5840c328eeb4d29cccba4b2a101e8e5555f0f5da353494a358f60707dc1c71dbd516a9235b7b0d6ba1ecd47cc42e7ddfd1fe83495827721776442b477dcc8246a3fdb5adb79bb5b52c735783ccee9686777c58adc3e3453f84c6994177d60c7daef75d60c644711fe58c535d2636f40334d7637695487f092854bb86552342a9cdd95c1fc46a9,1
0.036582,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca6e,0x02,False,True,False,57.0,17.0,0x4ea1,66.22.243.52,192.168.50.160,74.0,,,,,,,,,,,,,,,,,,,,,,54.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81c9000700001b2e99d15c822f6986e0e7009a14b97e2931cf8e495ae178ff6480003ecce6da50bd1c6d8e6a27ba,0
0.040898,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca6f,0x02,False,True,False,57.0,17.0,0x4dff,66.22.243.52,192.168.50.160,235.0,,,,,,,,,,,,,,,,,,,,,,215.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7132d8294edc00002466bede000110919002f937bc048a2182fe8d25e94d7628ead8d3e52c8e57b23b59f90eddd19075b72aa8f5eff1ddb72d7be53af3f0369f0f5d288f315665396faabc65c547a86f09073f762e5294cfb4ab2cf5bcd491ad70f784ddf2abdedebf28fd5ad4ca5823ce42eece900fcfecc101574666b3ca3ad76fd556f14139874a2cdd9a83240367d8b8dd5044671c3701c9ac8919e4d89bc2fa22bf592367bc699c1b9395c741272fce1dabadf78f17109c7712266ce3658780d787377f91e0dfd8dfa7ea,0
0.040898,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6997,0x02,False,True,False,56.0,17.0,0xb04e,66.22.243.9,192.168.50.160,159.0,,,,,,,,,,,,,,,,,,,,,,139.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b62cd477a700003549bede000110e19004f3be970f90dff96d90e95f6872a32078360bdf176543250bd9a8b70849bd284af03acf2dbe46ae779c767255b5209035034242d0aeace9ff33d8b7d918cd9fb3bd20fab1aa313072aaee3de1868b64e8ac863acf9e4d654d7768ec836e468efd412987734739d65b25f11a4abeb816,0
0.050021,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x6999,0x02,False,True,False,56.0,17.0,0xb04d,66.22.243.9,192.168.50.160,158.0,,,,,,,,,,,,,,,,,,,,,,138.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b72cd47b6700003549bede000110e09004a2b7673099ae5078e99e15c964c370912d17d5be1da25384f2d940103d5ede7f869c754aacbe606bb12d9cbefad298b491268fa8999720df9350ddbc2266f404fd866b93a3b1bb99ff2ca6c1fe60d92245ae9b459b058e519ae3022f8cad94fbb24709144f9df4f6c95ef3266b24,0
0.054143,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x699a,0x02,False,True,False,56.0,17.0,0xad5f,66.22.243.9,192.168.50.160,907.0,,,,,,,,,,,,,,,,,,,,,,887.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e6f30f6dd4e1100000354abede00032295158fe2000ae6318da0009c559da6c19f451fd69231002774127bf443d64734e1fe2bfcb64090658dfa9eb4ed38ba78de20c7b34fcd79a69bf9b9399c4028fe80b6850296d80123c1d3b81e1cc4b6619be7124433f213da67cd227b7cdb5031f5afd025b8ac0af64d93bf4d4878635bbfcf170cb137b59c1323a8d1b657b6e7daf31c09d1933f52b6bdeef284726500ff4d81e69844cd6212498d180c58e8b77ac681f6657f3c28b47663ace37af208ecd50c7cad4a75485676e05c5f15422b723fa727b0948005a0cf0fcc6f77181399595f4c39a0579555d4e36562812f77059158117c0c7c6c3c43327d23ff3c1d2b52141a33173f29587ed37677f3c64c7f570c045ac503efe3e88ab023afba4c59d9f67a52284b63550925bbf17d9d60a39950da4c719fea631c10453f256b5adf9996dccc65cedc076e05df87d81b1b0b1ab8f94a64f0d9133c972e784c9e564970f30ee146b555670f8dccc23e34b09b19c902a23c056236a120f697ce007e4788fd220e0cba9aaf8762c4d74de60f1e41ad4060446cc9538daeb49c61016d85add179a4e55812e4cae5835e46e97441925c3832ceec679f40fefc6fd9d9586ad94d98a5ea69accc1f38077cfd280bb208564e8aabbfdeeca00da58db76cb6f236b18291b50fb3013d53b2e3e8774c19374702347d99c5ec3ee7e2af5e2e4e5188873f9cd1a5a8fa9c1a877d6dfba339bdec0f5ecabb54f2ac8139470a4a2743ba5e2783429a4de351ab42b44a97ed522eb5b6ef4c8fb0b6a54b908ce124657b12065ecaec7cafe0655922b3f76965b4e0fd517bd645756080bd8dcfae6ce0a1b76be9500564ecd792ee3f68baf3f836c2ee9e1e12b5cf99e4ecf2287b8c874f2001277f2b7e03689503022de972445b3f3786ecc749cf66bfdb242939dbe2434422231cd8ee5b2b07dade89cd8cd9981d239bee37f8cfd96ebbf09cb8f446ac0c8c6cbc89812ef98c1e7c1594f8ff0f87d978762cafe0028e008160dca4f57cf03bf985df32f98f10c5bbcd3b7b917c39be7f9a87daa9a8c7752841a94329ce54af012f620f29135fedfb886eae29a1b692f80cf3797f30ee4e94ba7f2ce204baa8e0d68e0a302f92bb6347c4964119e90cb14cf3d48986e65e7054273ac94d921b7a6d1b11821ab2362ef164d103d89c85573502dc923b540d6718e193c0d8eb8a6bdce58da7f334c04ef512,0
0.060106,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca72,0x02,False,True,False,57.0,17.0,0x4dff,66.22.243.52,192.168.50.160,232.0,,,,,,,,,,,,,,,,,,,,,,212.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7133d829529c00002466bede0001109390020aae90649d3e8ddf0b51e18599c99a1d746c56c615639a6a61504cccd8720185a10e90a7e9092af01f3c38bea87a0e6b45a9fe03d24cfb2483c1e9381c315e1dfc99f13f34f4d10e5dc6feee77be1d0c95da80cacf38d91853985c42d91eed1fa6b085df74d3ba893b86ca3d0bc2e5e5e0672f33edd648baf6a3dd2f1baccbc290fc7799c50598e97e0a347ccb620e2a61470210ee2f7fb2e22c324e15c693edc3888cbcc2a7624434cdfb47bb7509e93cefad8ee80155ae,0
0.082747,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xd76e,0x00,False,False,False,128.0,17.0,0x3ad4,192.168.50.160,66.22.243.9,66.0,,,,,,,,,,,,,,,,,,,,,,46.0,63851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fcd000500000001b11a19ef212347cc2d437c35ee5cf01180002d6b1a1feba854d99daea013,0
0.084305,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca77,0x02,False,True,False,57.0,17.0,0x4dfe,66.22.243.52,192.168.50.160,228.0,,,,,,,,,,,,,,,,,,,,,,208.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7134d829565c00002466bede00011093900214549c082960f3fd7d96124b3f46066a6145209197b4099244e5858f475a9ed8804196e168bfb95296936ab76a3fcfbcf4d0d47f975c7178aadb92255ff6c7fec33b265f5c777f96f3a56a518f5afe1c97e305f9a85a0cb5f554b05527115156aaf536e35e85fe2845af5ebd581b40ed6badc220c9229fd317a522acf7fd4acc465b07574a362025232c0102df1234224f9c4db80aa7f26b13bf1b83365df46e387e88a5ff03cf711294a66ecd7a45704d55a4ad,0
0.084305,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x699b,0x02,False,True,False,56.0,17.0,0xb04a,66.22.243.9,192.168.50.160,159.0,,,,,,,,,,,,,,,,,,,,,,139.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b82cd47f2700003549bede000110e190044f699f41ea2778708c4509fc9c0f6ee2ba6da112770f521914fab53b1f631de9494b65b136aeafaeb84bacf998a8e67e5b564fb76cd3f6805a2eda68835d358e25fd87602ad7fc34261a632fbb2c2878668674204d7a411e785e335318b103c1824342cd0b29da0f61b76042d54e7c,0
0.084305,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x699c,0x02,False,True,False,56.0,17.0,0xad86,66.22.243.9,192.168.50.160,866.0,,,,,,,,,,,,,,,,,,,,,,846.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e6f3106dd4ecaa0000354abede000322953112e2000924318da10067ad924e59874a932fcc3380cb612d61038f59bc90a3e39fe866eae2e55ff2fbdca193d6148b78447491c76d071b46f417390202d6d8780b037b4e0f113cf7187bdcb7b1b41a4b0b1922704d27a26b3e81391748716b22570b9d0136be795584845ea42663efeab08c7380368bde01757bb26eead73e8e08b3bda7c1f852ca00dc6f53e6294073fbb95a1f118facc7c038e06dc245b5b7c9c191a692d89c9d17afe0c170846d8f92cf35cb073dfb8afc8d4ee3354219505db391ffc56048f5e04bb44f09fa1ff48eebc45dd8ec916e1b20ee2cffacca85fe6d9e5a05a7fd3b3c0a0ae559d3ed61e4ab4445fd94987dc9fd52991063b81b7b4f787b544e640639a9d288b6423a162f147e5f35c11fb21247b3fa99d810c7d4fc8037b3dab45557b2387c82361dbf6ddb003f0c98db5a40f9801c268029e035ca2600ee410cc570cf0fa31aa1f33da76e774b44600e83c7cc82da5d6ad61145552de8135162ab662153650b44f0789a6a81521e48b392e42065e00107f4521951abfcaa81539a52db7fe2dcabcbe75c1e115f7541cfe19c4f24e8da29ab1f8a4821329b0d3984e054384fd012593ad0fede440b834471b14c8ede2263dda6a7d14971ec8f02821d05fa98f5ba9a36ea57f9e7844094fae47ed50d7f3ccb3bf5dbefdd7f773e2266d8eb9d7bd447ce1e50d791ef67a02efb42c01c87171f71924741c23d7986faf7f38621006887f2a084a4f61943e6da99de4c34f3f276135c24843eaf38fa1746acad388fdb1aaf60c390de6b31081a6dc5dd796f88bc2d94bb067ef6417cc7649410288336435489867c771e244447f73eab1193b40e8aac92e5430a77beeb417271a459870677f1ad0305e799d0bf541bd79a29d1448602ef4a1289955f0048ea058742632e43c6fdbfd1121dbcc3ed9b849d375eab6a5132030f6396d932fc6a93b9890e9565de074be3878069330c42406d9f9a9a40855bc52e74d37295782e7236df066a6d54d8f4f3ba947643b93c29553a12e1bda456b71d463f20487eb742292095adbafed91c1dfc7e34f11fddef2fd741ce34fea454f97747f06618fbf08062565c35098a94d945bfbb5253f1454292ba441b26eecc888dada844b09482769e837b28ff3b24,0
0.084305,eth:ethertype:ip:tcp:tls,4.0,TLSv1.2,20.0,0x46a5,0x00,False,False,False,122.0,6.0,0xb00f,34.120.52.64,192.168.50.160,67.0,,,1.0,443.0,443.0,59127.0,1.0,1.0,20.0,0x0018,False,False,False,True,True,False,False,281.0,0x8baf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.085101,eth:ethertype:ip:tcp:tls,4.0,TLSv1.2,20.0,0xd672,0x02,False,True,False,128.0,6.0,0xda3d,192.168.50.160,34.120.52.64,71.0,,,1.0,59127.0,59127.0,443.0,1.0,28.0,20.0,0x0018,False,False,False,True,True,False,False,510.0,0x79fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0.090335,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x699e,0x02,False,True,False,56.0,17.0,0xb048,66.22.243.9,192.168.50.160,158.0,,,,,,,,,,,,,,,,,,,,,,138.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45b92cd482e700003549bede000110e09004686c74e5d9522a6b1eddab7ac06674daa90f3cf25e167a2e41d0b05fbf09ecc7786a93a33a5e098ff8bd662f24d892c03354e6f69463087c78d958ea4f5cfdc072dd0de3b32486fbe0b3bfff8caba2bf58fbcf4abda5def6f14336b872325eab5a32729f2fa9ebecf19771dd969e,0
0.101081,eth:ethertype:ip:tcp,4.0,TCP,20.0,0x46a6,0x00,False,False,False,122.0,6.0,0xb029,34.120.52.64,192.168.50.160,40.0,,,1.0,443.0,443.0,59127.0,28.0,32.0,20.0,0x0010,False,False,False,False,True,False,False,281.0,0x4d8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.101081,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca7b,0x02,False,True,False,57.0,17.0,0x4e03,66.22.243.52,192.168.50.160,219.0,,,,,,,,,,,,,,,,,,,,,,199.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7135d8295a1c00002466bede000110939002d30344fd275ab0e7e08420e7c83d2681db9dee1daaa25702ebc98347a6c18145b74c42cf57923eb651e89eb0b0350e73fb372302641af1c543317e06e361e64f5a05ad83dcfbfcea4b1dc3201b87d961f6a68080298abc65f82228d183f22faeb65137f60d21c9108a719aa32c5068a50552fd901611277d3d96824f4375bffb75188e46ca13b577c803748a5c7527d3c6e2a3dbe15b2cbfe682eabb7575fa01cf9db648a5a04d1bbb9c74,0
0.117714,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x69a4,0x02,False,True,False,56.0,17.0,0xb03f,66.22.243.9,192.168.50.160,161.0,,,,,,,,,,,,,,,,,,,,,,141.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45ba2cd486a700003549bede000110e1900491e17b7022780cbbfb759a7247eeb5b0615595f22faf1eb906e30670ea04b03d39777f301a003aeabf2352bc80cca393582be4f71fbb8600e06c199b558e25698cad1e3765397d0cfe4184ec224c77e1bbd8499149ea8c22fec6113d3821567b77885e95a830b6d3428d7fdcf06e11032a,0
0.121543,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca7f,0x02,False,True,False,57.0,17.0,0x4dfd,66.22.243.52,192.168.50.160,221.0,,,,,,,,,,,,,,,,,,,,,,201.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7136d8295ddc00002466bede00011096900270ca5d19449915da57ba8c1655fafe43a2a68eca74aa58a0a69b8a6bf512df684333ce238ad42d312f3f7c42291b4c9e0dc2d6a67eb7c8f760cf3028f79c20c7580fb4f12d379f075febdd9377ff930efe707cc9730b37aaeecf7af13a03c2084885e2179670c8d863756ad4407a7571e2cc143b8745b8d2c407b6a8dbac95523437aa2f3685b835431656a0f538122c57da23a76b40d64850b92f0119e3e509f7c2d0b3c3ceeb53f1aa0f9920,0
0.121543,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x69a5,0x02,False,True,False,56.0,17.0,0xad81,66.22.243.9,192.168.50.160,862.0,,,,,,,,,,,,,,,,,,,,,,842.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e6f3116dd4f89e0000354abede000322955af6e2000bf4318da2005842e8920b950cc77f334596ce417aa0a9f0571edf85b05604250dbad168e0e34a67c756578987d573a5bebbcb0a39ee123db84cfc808921829b7822a2dc05674aff901c77d3715cc34eecde6af218bf08515eca8b6c57c2e33a2551a768a219d6bfb5c575d858a6dd772004ee507fec131e4276f53426335059e18949d952e1c9ccc9fcccbd4d6ed9fbdd733e3db28d3080d68e06138a96d6b8d87d867b91f35f8e5b9d12f073e27dd27d9305d004c533c232db13899ebc7f90d6430849edd9d6a1897fbc896ef8ff42b157a656afdde903ed18a4f80767b06fd7f658ce362e0144a4012a4482c040cbca6b78598b64eb574925d63a8974cd6e8a40a14555ac9c5fe9eb17cc383336c20011db2f0af5234c8b3cec8dac3a485b7fa6999d0606ea5c2b3fbe425c70012fc737048ceb2b8c357e2ea014b897e0d7702e723a55de77301bd0052dcc89f981c6cd047ee8a4a95139c1e3c47c8c1bffafdfaf4051d42ab7faba83d37dd789c3abfd3234e3a97274633d3a00aedc4e960da6360ec9a8ad9a24def2e8ef9da1c0efbb74b04a28d90ccbb7d15f6826e30968c1961b7547fce27fd6152f12f5fcf294f1b1486c4e1715ff5ed4ea6be671b4bce8a5d1e696f251bb9222f87eecaac082b22c6f655d8e3d95e44c23dca29388cd4d16260d508a0b655ec98e1ccdd598d4d09671fed2c8d4a9d2cb2928ee4e2175c1b70a8083a4e7aecc7bdc398160caa383832d3166d5846226e93973181152b636605475a7a071ffecf49b1504cedef86c797498460bd5da70dbec11c89c0ad6a0da44a00887e8ae53752a6c5d967ca43cdebcc64110e9286847f2819d7ae264f82f69931dfbf82af4c30e0251a6382a91ed4afc5505b6150b1582b05e90faacf8561749c233839fcdea99386203c7ed2f35f6b0dfb261723e1e8dbd246938f00089947d071d1040e36cb2c5b61058b57bd85518b0a71f195b8ebf3aa7447d8da723e525740a5a22623bf39f6fbe89e4bd5eaebe30e41c8f8572fa0a49c9f7b368dd8a3cb2498233ed26b8501e153bfa3ad83951fbc71a2292763f6f79a96ec3c4b99ecb20781845f384aac85c1b4a9ae95fe8f9a56531e5ac120b0da789c685af4630ac1cfdc55776adca,0
0.131039,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0x69a8,0x02,False,True,False,56.0,17.0,0xb040,66.22.243.9,192.168.50.160,156.0,,,,,,,,,,,,,,,,,,,,,,136.0,50006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f45bb2cd48a6700003549bede000110e190049836de31cfb5ed105e3ccdfc34282356900aadc41ca464f2a7a7cfe4465794e30d716b50ffb91754a6b215c73c70be96565a14824962c39215f28b7f141f5722a89affb9db229e08a6fc720e8ce46aab358f15e31436cf4f7c1943a692f29282e4ac694dec8a974594810f68,0
0.139989,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xca81,0x02,False,True,False,57.0,17.0,0x4dfc,66.22.243.52,192.168.50.160,220.0,,,,,,,,,,,,,,,,,,,,,,200.0,50023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906f7137d829619c00002466bede00011098900296c5ab4651d5e06fe0ca428849c12afae50d2f96ddd46043205ede8dc06ad8594cc9867414b7e3a3901a8d7cb266f21e35da0ea134b0355ad4231daa8483ac52845acdef2c93b2412ecd60282a476e99b4ca6007f6b3f8263b9d4fb4fe048606d1c21130fc2a8d48a9472028bb93e65cb614b61f0cc764df3b465cd35026aa28850ed78e29ab40330e7b660edb5f9d8fe678a7fce749f4ee1e4be7a72e2785c13be8890a3eb46b151e4b05c2,0
0.140386,eth:ethertype:ip:udp:data,4.0,UDP,20.0,0xd76f,0x00,False,False,False,128.0,17.0,0x3ad3,192.168.50.160,66.22.243.9,66.0,,,,,,,,,,,,,,,,,,,,,,46.0,63851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fcd00050000000123b6821325b509ebded1657e7463112d80002d6c00c523d877cf72263a31,0
